id,rdf:type,dct:rights/cc:attributionName,dct:rights/karstlink:licenceType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,gn:alternateName,schema:containedInPlace,w3geo:latitude ,w3geo:longitude,w3geo:altitude,dwc:coordinatePrecision ,karstlink:length ,karstlink:verticalExtend,karstlink:extendBelowEntrance,karstlink:extendAboveEntrance,gn:countryCode,karstlink:discoveredBy,karstlink:hasAccessDocument/dct:creator,karstlink:hasAccessDocument/dc:language,karstlink:hasAccessDocument/dct:title,karstlink:hasAccessDocument/dct:description,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
2743,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Pha Mong,MU0017,,16.48550836964833,98.52684528458347,245,,25,0,,,TH,,Martin Ellis,EN,,"The 'cave' is about 20-25m long, being the tiled and roofed over space between 2 or 3 overhanging rocks.",Martin Ellis,EN,,"Drive 4.2km south from Na Sok, past Phu Tham Phra on the west and Phu Hin Siu to the east, before turning east off the road. After 400m turn north and the temple is 500m away on the southern slopes of the hill."
2744,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,10/10/2014,10/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Phra Pha Pong,MU0018,,16.868623843970006,98.17330245272852,390,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The temple is 900m east of the H2287, withe the track turning off the highway 750m south of Ban Khua Sung."
2745,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,10/10/2014,10/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Phu Pha Aek,MU0019,,16.865902499431282,98.20748385018118,225,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"From Ban Kok Tum drive 3.7km north-west on the H2287 before turning west. The temple is at the base of the forested hills, 800m from the highway."
2746,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Kham Pun,MU0020,,16.709876214886634,98.64637148337769,180,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The Tham Kham Pun Monk's Campsite is 2.3km south-west of Kham Pa Lai on the H212.
2747,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Pha Kia,MU0021,,16.575877256548637,98.66633001479325,175,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The campsite is on the north-western slopes of a sandstone hill, a 4.8km drive from the H212 Mukdahan bypass via Ban Dan Dam."
2748,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,10/10/2014,10/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Kuchachom,MU0022,,16.822452522290682,98.1187601416058,330,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"This temple is in Ban Pa Mai Phatthana, 2km west of the H2287."
2749,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,10/10/2014,10/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Phra Phu Wat,MU0023,,16.244430309656448,98.7873400461723,350,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The cave is on a rocky plateau on Phu Wat, to the south-east of the Huai Khi Lek reservoir."
2750,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Mai Du,MU0024,,16.529260863088094,98.32900654114495,245,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The stream flows from north to south, through the Ban Kok Hai reservoir."
2752,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,16/09/2017,16/09/2017,https://www.thailandcaves.shepton.org.uk,Tham Chan Kru Phu Hin Tang,MU0026,,16.363094425112678,98.3814489402342,245,,0,0,,,TH,,Martin Ellis,EN,,There are some sandstone rock shelters and small caves that have been developed into shrines.,Martin Ellis,EN,,"The temple is on the south-west facing slope of the forested sandstone escarpment, From the Y junction at the eastern end of Ban Khok Hin Kong drive north and then east for 1.5km to the temple."
2753,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Phu Pha Khao,MU0027,,16.421947007120536,98.32427144222305,450,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The temple is on the forested sandstone ridge that forms the border with Roi Et, 2.25 km west of the H2370 from Ban Pao."
2754,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Chao Phra,MU0028,,16.453611106914508,98.45760209055993,205,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The temple is on a small hill 1km north-east of Ban Na Tabaeng.
2755,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Phusi Kaew,MU0029,,16.436210044571233,98.7077468265741,250,,40,0,,,TH,,Martin Ellis,EN,,"There is about 30 to 40m of cave with a roof. It is mainly wind eroded or enlarged rifts and minor rockfalls. The passges are mainly 1 to 2m high and wide and has several entrances. There is a pleasant breeze through the cave, a platform for resting and sleeping, one Buddha which is 1.5m high and a shelf of smaller ones.",Martin Ellis,EN,,The temple is at the northern end of a small hill 3.25 km south of Kham A Huan. A naga lined 170 steps rises steeply to the entranc where there are good views. The cave is just below the top of the hill. A very prominent peak at the northern end of a ridge with a seated Buddha above.
2756,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Phra Thong,MU0030,,16.42313087667748,98.81192103371457,190,,10,0,,,TH,,Martin Ellis,EN,,"From a car park concrete steps lead up to the top of the hill where there are temple buildings. To the south there are open joints in the sandstone which are up to 6 to 10m deep. There are also many overhangs, sleeping areas, etc.",Martin Ellis,EN,,"The temple is on the eastern edge of the Phu Pha Thoep National Park, 1.25km south-west of Ban Na Kham."
2757,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Tada,MU0031,,16.611958582981835,98.65741734150883,215,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"Wat Pha Tham Tada is on top of a sandstone hill 2.4km west of Ban Nong Hoi, a village 4.6km west of the H212."
2758,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,11/10/2014,11/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Sila Thamachart,MU0032,,16.639706629715715,98.58132248300487,195,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The temple is at the foot of the southern escarpment of a large sandstone massif. It si 3.7km north of Ban Song Puai, a village 3.5km north of the H2042 from Ban Kut Khai Tai."
2759,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,16/09/2017,16/09/2017,https://www.thailandcaves.shepton.org.uk,Tham Pratu,MU0033,,16.722995376947235,98.61254814077557,210,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"This a large rock shelter on a sandstone hill, 750 m south of the H3008. The track up the road turns off the highway 750 m west of Ban Na Kham Noi."
2760,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,10/10/2014,10/10/2014,https://www.thailandcaves.shepton.org.uk,Tham Phu Pha Tham,MU0034,,16.78501655562115,98.18759910253321,310,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The forest temple is on the lower slopes of the hills, 4.6km north-east of the H2287 at Ban Suan Wae."
2761,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,08/04/2018,08/04/2018,https://www.thailandcaves.shepton.org.uk,Tham Phung,MU0035,,16.465110824832507,98.56249418036943,210,,0,0,,,TH,,Martin Ellis,EN,,"At the entrance there is a large pool of water at the base of a cliff. Inside the cave there are rocks and a large-sized chamber that can hold about 50 people. When it is the dry season villagers enter the cave searching for frogs which are very abundant, in the rainy season the cave is closed by floods.",Martin Ellis,EN,,"The cave is in moo 12 Ban Na Do, 3km from the village. It is probably in the valley upstream of the Huai Hin Sio Noi reservoir."
2762,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,03/12/2016,03/12/2016,https://www.thailandcaves.shepton.org.uk,Tham Nok Aen,MU0036,,16.538361381949098,98.37789449962762,250,,8,0,,,TH,,Martin Ellis,EN,,"There is a small rock shelter in sandstone that was used by the well-known monk Luangta Maha Bua. It has now been developed into a shrine. The cave is 8m long, 5m wide and 2m high.",Martin Ellis,EN,,The temple is 250m south of the H2042 on the estern outskirts of Kham Cha-I. The turning to Tham Nok Aen is opposite the entrance to Wat Pha Wiwek Watthanaram.
2763,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,30/09/2016,30/09/2016,https://www.thailandcaves.shepton.org.uk,Tham Phra,MU0037,,16.497029072987996,98.5051731400712,365,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,This sandstone hill is 2km south-west of Na Sok.
2765,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Phong,MU0039,,16.559103240345735,98.43032398153393,215,,12,0,,,TH,,Martin Ellis,EN,,"The cave is 12m long, 4m wide and 3m high, has been developed as a shrine and was formed due to the erosion of a claystone bed.",Martin Ellis,EN,,Drive north on the H2042 from Kham Cha-I for 1km and then turn east. The temple is signposted and is 3km from the highway on the western side of a forested sandstone hill. There last turn off is steep and rough.
2766,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,16/09/2017,16/09/2017,https://www.thailandcaves.shepton.org.uk,Tham Phu Chan,MU0040,,16.417961919202174,98.4450570793231,205,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The temple is on the southern slopes of a forested sandstone hill, 1.2 km north-west of the H2370 from Ban Kham Nang Ok."
2768,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,14/04/2017,14/04/2017,https://www.thailandcaves.shepton.org.uk,Tham Khao Phung,MU0042,,16.41920395297588,98.43960258306316,200,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The temple is on the southern slopes of a forested sandstone hill, 1 km north of the H2370, 1.5 km west of Ban Kham Nang Ok."
2776,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,26/09/2017,26/09/2017,https://www.thailandcaves.shepton.org.uk,Tham Pha Wiang,NA0001,,18.45557451452634,100.71704262723584,380,,0,0,,,TH,,Martin Ellis,EN,,The cave has several chambers.,Martin Ellis,EN,,"The cave, in the same hill as Tham Pha Mong, is behind Wat Pha Wiang, which is on the H1026 to the south of Wiang Sa."
2778,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,19/10/2017,19/10/2017,https://www.thailandcaves.shepton.org.uk,Tham Pha Muk Wang Pha Yaat,NA0003,,18.552391458640923,100.54351454418604,0,,75,0,,,TH,,Martin Ellis,EN,,The decorated cave is around 2-3 m wide and approximately 75 m long.,Martin Ellis,EN,,"The cave is near moo 5 Ban Huai Lot, which is 4 km to the north of the H101. It is sign posted off the H101 at 47Q 664180 2048850."
2779,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,25/06/2014,25/06/2014,https://www.thailandcaves.shepton.org.uk,Tham Pha Tup,NA0004,,18.855247333722055,100.73440087271035,325,,50,0,,,TH,,Martin Ellis,EN,,"The area has been developed into a district park with an extensive system of surfaced trails. There is a detailed map near the car park. - Possibly one of NA0021-0034. A very narrow entrance leads to a large, but sparsely decorated hall.",Martin Ellis,EN,,The cave is in the Tham Pha Tup Forest Park which covers two prominent limestone towers just west of the H1080 about 10 km north of Nan town.
2780,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,18/10/2017,18/10/2017,https://www.thailandcaves.shepton.org.uk,Tham Phra,NA0005,,18.855890737184385,100.73322128708547,305,,110,22,,,TH,,Martin Ellis,EN,,"The entrance leads into a small size short gallery opening on an upper inlet. To the right of the main entrance, a gallery of 30 m. is quickly clogged. Two great gongs mounted on a wooden structure are arranged near the upper entrance. Later, a gallery decorated with two Buddha statues ended after 40 meters. Shortly before the statues, followed by a skylight escalation of 4 meters leads plugged in a gallery parallel to the right and break the ceiling by a beautiful skylight 30 m On the left of the gallery, open a clogged sink of 15 m. down by Francios Brouquisse in 1992.",Martin Ellis,EN,,From Nan take the road to Chang Klang. 11km from Nan enter the Tham Pha Tup park. From the parking lot follow the arrowed path that leads to the entrance of the cave.
2781,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,18/10/2017,18/10/2017,https://www.thailandcaves.shepton.org.uk,Tham Bo Nam Thip,NA0006,,18.853415308845968,100.73224691504993,411,,100,50,,,TH,,Martin Ellis,EN,,"The entrance is a drop of 5 m with a large wooden ladder. The route is quick but enjoyable, easy and big. The end of the cave is at the base of a large shaft up to the outside where a Buddha housed under an umbrella has been installed. There are a number of small and large bats in the cave. The total length is less than 100 m and there are no side galleries apart from some dead ends. The cave is formed on a large fault. The sacred pond seems almost dried up and is littered with plastic.",Martin Ellis,EN,,"From the Pha Tup park car park take the path to Tham Phra and follow the arrowed path that crosses a small pass and then descends into a depression. Turn left then after another 200 m, on the left, follow the path to the cave (signposted 'Bonamthip Cave') The trail ascends for 100 m up to the entrance of the cave."
2782,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,04/04/2019,04/04/2019,https://www.thailandcaves.shepton.org.uk,Tham Pha Lak,NA0007,,18.384955344190278,100.64360414938545,420,,105,32,,,TH,,Martin Ellis,EN,,"This cave starts with a small drop of 6 m with two metal ladders. It descends on the side of the shaft via a somewhat narrow passage (the well has a diameter of 3 m). Below, a low passage leads to a large room which is at the bottom of a second pothole. On the right two tunnels quickly narrow. One of them must serve as a place of meditation. In the main gallery a bamboo boardwalk has been built about one metre above the ground over its entire length. This leads to the end of the passage where on the right is an exit (passable by climbing) and on the left a P8 equipped with a metal ladder for ascending to the same exit. The bottom of the pitch is in a fairly spacious room, and after having crossed a wooden bridge, you reach another pitch which is undescended, estimated at 10 or 15 m and is also equipped with a ladder made of metal or wood.",Martin Ellis,EN,,Tham Pha Lak is in moo 2 Ban Nam Phu. It is very difficult to find and a GPS is required. From the H1026 from Na Noi to Wiang Sa take the H3003 on the left (west) for 6.9 km through Ban Nam Phu. About 1.3 km after Wat Nam Phu take a dirt track on the right (north) at 47Q 673830 2032105 (passable by car or motorcycle) for 1.9 km to a limestone outcrop. The path to the cave starts on the left following the karst outcrop. Go for about 200 m along the trail and turn left into the bamboo forest. One passes a small temple on the left (on a rotten wooden footbridge) and before a small kiosk. Continue to ascend following the little path. After passing a wooden porch carry on for 40 or 50 m and the cave is slightly to the left. It is difficult to see more than 10 m because of the vegetation and be careful because there are two sinkholes.
2784,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,05/02/2012,05/02/2012,https://www.thailandcaves.shepton.org.uk,Ban Wang Tham,NA0009,,18.919508888266904,100.49677257646216,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The co-ordinates place the village in remote country 5 km east of Ban Phi Nuea on the H1172.
2785,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,04/04/2019,04/04/2019,https://www.thailandcaves.shepton.org.uk,Tham Pha Lak,NA0010,,19.386546360873982,100.60333879801703,347,,136,5,,,TH,,Martin Ellis,EN,,"A few steps lead up to the entrance which is walled up and has a wooden door. Behind the first shrine, to the right is another shrine and a second entrance with a monk's bedroom. To the left at the second shrine leads for 40 m to where the passage narrows. A 1 m high stone wall has been built, beyond which is a pitch of about 4 m down which bats were flying.",Martin Ellis,EN,,Wat Tham Pha Lak is near moo 3 Ban Pha Lak. It is signed to the north of the H1148.
2786,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,05/02/2012,05/02/2012,https://www.thailandcaves.shepton.org.uk,Tham Phra Chao,NA0011,,18.41972733293593,100.7463794515105,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The co-ordinates place the cave in remote country 5 km east of the H1026 and 10 km north of Na Noi.
2787,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,05/02/2012,05/02/2012,https://www.thailandcaves.shepton.org.uk,Tham Luang,NA0012,,18.60256934534539,100.49713471623691,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The co-ordinates place the temple a couple of kilometres north of Yap Hua Na.
2788,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,26/09/2017,26/09/2017,https://www.thailandcaves.shepton.org.uk,Tham Pha Mong,NA0013,,18.45557451452634,100.71704262723584,380,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The cave, in the same hill as Tham Pha Wiang, is behind Wat Pha Wiang, which is on the H1026 to the south of Wiang Sa."
2789,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,18/10/2017,18/10/2017,https://www.thailandcaves.shepton.org.uk,Ban Huat Tham,NA0014,,18.336153477918064,100.74649373369299,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,"The co-ordinates place the village on the H1083, just east of Si Sa Ket. However, there doesn't appear to be any hills at this location."
2790,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,05/02/2012,05/02/2012,https://www.thailandcaves.shepton.org.uk,Tham Pha Phu,NA0015,,18.26951818066794,100.74676210289577,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The co-ordinates place the hill 5 km east of the H1026 in Ban Sala.
2791,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,04/03/2016,04/03/2016,https://www.thailandcaves.shepton.org.uk,Tham Phra Charon,NA0016,,19.10288553302131,100.91355537332154,0,,0,0,,,TH,,Martin Ellis,EN,,,Martin Ellis,EN,,The co-ordinates place the hill 1.5km north of the H1170 between Yom and Sila Phet.
2794,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,12/10/2017,12/10/2017,https://www.thailandcaves.shepton.org.uk,Tham Pha Daeng,NA0019,,19.49501776988383,101.05999007780852,971,,100,0,,,TH,,Martin Ellis,EN,,"From the entrance a stooping passage leads into a chamber with a stal boss. From here there is a descent into a second chamber which is the end of the cave. - This cave was a refuge of the Communist Party of Thailand insurgents until 1982. Goodden's guidebook says that traces of their living quarters and equipment are evident, including some beds in working order, weapons hiding places, food trays and other utensils, but nothing was seen in 2010, only the remains of a monk's living quarters.",Martin Ellis,EN,,This cave is in the valley of the Huai Sanao to the north of Ban Mani Phruk. From the village take the good track which heads east to a junction after 2km (Sam Yaek - where the route back to Ban Mani Phruk 2 heads south and the track to the viewpoint heads east). From here turn north and follow the good dirt track for 6km to where a track heads north-west and down a ridge to a junction after 2.2km in the Huai Sanao valley. At this junction take the track north for 800m to the cave which on the eastern side of the valley. - A Tham Khang Khao is signed in Thai off the main road near Chiang Kham. Information in Ban Mani Phruk is that this is the same cave as Tham Pha Daeng.
2795,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,30/05/2018,30/05/2018,https://www.thailandcaves.shepton.org.uk,Tham Pha Kong,NA0020,,19.181098445144716,101.04417141776318,840,,100,0,,,TH,,Martin Ellis,EN,,"There is a medium sized waterfall at the small cave entrance, which is 30 m up the other side of the valley. A series of small seasonally active chambers leads to a permanent spring and a shallow stream which disappears down a hole 20 m further on. Good examples of cave breccia can be seen in several places. The inner parts of the cave become progressively narrower and were not explored due to high CO2 levels. The cave is said to emit a booming sound like a bell ('kong') which is probably caused by pressure differences between the various chambers. - The National Park close the cave during the rainy season from 1 May to 30 September.",Martin Ellis,EN,,In Doi Phuka National Park about 75km northeast of Nan. Take the H1256 east from Pua town following the signs to Doi Phuka National park. About 6 km before the park headquarters turn south on a steep track down to Ban Pha Rai. A well-developed trail leads from the back of the school to the cave entrance close to the bottom of the valley. - The map in NATIONAL PARK OFFICE (2006) appears to have reversed the locations for Tham Pha Kao and Tham Pha Kong.
2796,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,21/06/2016,21/06/2016,https://www.thailandcaves.shepton.org.uk,Tham Chedi Kaeo,NA0021,,18.854683356466932,100.73481261476806,281,,43,15,,,TH,,Martin Ellis,EN,,"This is a small, ascending through cave. At the lower entrabce there is a crude naga and small chedi roughly constructed from concrete and stones.",Martin Ellis,EN,,In Tham Pha Tup Forest Park less than a hundred metres from the car park. It is the first cave on the left as you start to ascend the path.
2797,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,21/06/2016,21/06/2016,https://www.thailandcaves.shepton.org.uk,Tham Biae,NA0022,,18.855114496193185,100.73508275462684,317,,25,0,,,TH,,Martin Ellis,EN,,"The small entrance opens into a straight, flat, mud floored passage. There is a very small entrance on the right about 10 m from the end. The cave is seasonally wet.",Martin Ellis,EN,,This is the first cave on the right as you ascend the path from the car park.
2798,karstlink:UndergroundCavity ,Martin Ellis,CC-BY-SA,17/06/2016,17/06/2016,https://www.thailandcaves.shepton.org.uk,Tham Pha Sawan,NA0023,,18.855412924474408,100.73311199369641,290,,20,0,,,TH,,Martin Ellis,EN,,"A series of parallel rifts, the main passage having a cement floor leading to a platform and two Buddhas. To the north a tall rift dimly lit from roof holes was not fully explored, while leading off in the other direction a level passage leads to a rock-strewn slope with daylight filtering from above.",Martin Ellis,EN,,"In Tham Pha Tup Forest park, about 250 m west of the car park on the north side of the main trail between the two rock outcrops."
